Class,Location,Day/Time
MATH 21 - 01 DIS 01A,McHenry Clrm 1257,M 09:20AM-10:25AM
MATH 21 - 01 DIS 01B,McHenry Clrm 1257,W 09:20AM-10:25AM
MATH 21 - 01 DIS 01C,McHenry Clrm 1257,F 09:20AM-10:25AM
MATH 21 - 01 DIS 01D,McHenry Clrm 1257,Tu 09:50AM-10:55AM
MATH 21 - 01 DIS 01E,McHenry Clrm 1257,Th 09:50AM-10:55AM
MATH 21 - 01 DIS 01F,McHenry Clrm 1257,Tu 11:40AM-12:45PM
MATH 21 - 01 DIS 01G,McHenry Clrm 1257,Th 11:40AM-12:45PM
MATH 21 - 01 DIS 01H,McHenry Clrm 1240,F 10:40AM-11:45AM
MATH 23A - #52564 LBS 01A,McHenry Clrm 1257,M 12:00PM-01:05PM
MATH 23A - #52563 LBS 01B,McHenry Clrm 1257,W 12:00PM-01:05PM
MATH 23A - #52565 LBS 01C,McHenry Clrm 1257,F 12:00PM-01:05PM
MATH 23A - #52566 LBS 01D,McHenry Clrm 1257,M 01:20PM-02:25PM
MATH 23A - #52567 LBS 01E,McHenry Clrm 1257,W 01:20PM-02:25PM
MATH 23A - #52570 LBS 01F,McHenry Clrm 1257,F 01:20PM-02:25PM
MATH 23A - #52568 LBS 01G,McHenry Clrm 1257,M 02:40PM-03:45PM
MATH 23A - #52569 LBS 01H,McHenry Clrm 1257,W 02:40PM-03:45PM
MATH 23A - #52571 LBS 01I,McHenry Clrm 1257,F 02:40PM-03:45PM
MATH 23A - #52572 LBS 01J,McHenry Clrm 1257,M 04:00PM-05:05PM
MATH 23A - #52573 LBS 01K,McHenry Clrm 1257,W 04:00PM-05:05PM
MATH 23A - #52574 LBS 01L,McHenry Clrm 1257,M 05:20PM-06:25PM
MATH 23A - #52575 LBS 01M,McHenry Clrm 1257,W 05:20PM-06:25PM
MATH 23A - #52577 LBS 01N,McHenry Clrm 1257,M 07:10PM-08:15PM
MATH 23A - #52576 LBS 01O,McHenry Clrm 1257,W 07:10PM-08:15PM
MATH 23B - #52578 LBS 01A,McHenry Clrm 1257,Tu 03:20PM-04:25PM
MATH 23B - #52580 LBS 01B,McHenry Clrm 1257,Th 03:20PM-04:25PM
MATH 23B - #52579 LBS 01C,McHenry Clrm 1257,Tu 05:20PM-06:25PM
MATH 23B - #52581 LBS 01D,McHenry Clrm 1257,Th 05:20PM-06:25PM
MATH 23B - #52582 LBS 01E,McHenry Clrm 1257,F 10:40AM-11:45AM
MATH 24 - 01 DIS 01A,McHenry Clrm 1257,M 10:40AM-11:45AM
MATH 24 - 01 DIS 01B,McHenry Clrm 1240,F 09:20AM-10:25AM
MATH 24 - 01 DIS 01C,McHenry Clrm 1257,W 10:40AM-11:45AM
MATH 100 - 01 DIS 01A,McHenry Clrm 1270,Tu 09:50AM-10:55AM
MATH 100 - 01 DIS 01B,McHenry Clrm 1270,Tu 01:30PM-02:35PM
MATH 103A - DIS 01A,McHenry Clrm 1270,Th 09:50AM-10:55AM
MATH 103A - DIS 01B,McHenry Clrm 1270,Th 01:30PM-02:35PM
MATH 105B - DIS 01A,McHenry Clrm 1270,Th 03:20PM-04:25PM
MATH 105B - DIS 01B,McHenry Clrm 1270,Tu 05:20PM-06:25PM
MATH 107 - 01 DIS 01A,McHenry Clrm 1279,Tu 03:20PM-04:25PM
MATH 107 - 01 DIS 01B,McHenry Clrm 1279,Th 05:20PM-06:25PM
MATH 111B - DIS 01A,McHenry Clrm 1270,M 04:00PM-05:05PM
MATH 111B - DIS 01B,McHenry Clrm 1270,F 09:20AM-10:25AM
MATH 116 - 01 DIS 01A,McHenry Clrm 1279,Th 03:20PM-04:25PM
MATH 116 - 01 DIS 01B,McHenry Clrm 1279,Tu 05:20PM-06:25PM
MATH 117 - 01 DIS 01A,McHenry Clrm 1270,W 04:00PM-05:05PM
MATH 117 - 01 DIS 01B,McHenry Clrm 1270,F 10:40AM-11:45AM
MATH 128A - DIS 01A,McHenry Clrm 1267,M 12:00PM-01:05PM
MATH 128A - DIS 01B,McHenry Clrm 1279,F 10:40AM-11:45AM
METX 100L - #52636 LBS 01A,Thimann Lab 223,MW 03:30PM-06:30PM
METX 100L - #65944 LBS 01B,Thimann Lab 229,MW 03:30PM-06:30PM
METX 140 - 01 DIS 01A,J Baskin Engr 372,M 06:40PM-07:45PM
METX 140 - 01 DIS 01B,Earth&Marine B210,Th 01:30PM-02:35PM
OCEA 80A - #51985 LBS 01A,Earth&Marine D266,Tu 03:30PM-04:30PM
OCEA 80A - #51986 LBS 01B,Earth&Marine D266,Tu 04:45PM-05:45PM
OCEA 80A - #51987 LBS 01C,Earth&Marine D266,Tu 06:00PM-07:00PM
OCEA 80A - #51988 LBS 01D,Earth&Marine D266,Th 09:30AM-10:30AM
OCEA 80A - #51989 LBS 01E,Earth&Marine D266,Th 10:45AM-11:45AM
OCEA 80A - #51990 LBS 01F,Earth&Marine D266,Th 12:00PM-01:00PM
OCEA 130 - 01 DIS 01A,Earth&Marine D258,F 01:00PM-02:00PM
OCEA 130 - 01 DIS 01B,Earth&Marine D258,F 02:15PM-03:15PM
OCEA 130 - 01 DIS 01C,Earth&Marine D258,Th 02:00PM-03:00PM
OCEA 130 - 01 DIS 01D,Earth&Marine D258,Th 03:15PM-04:15PM
PHIL 8 - 01 DIS 01B,Cowell Com 134,F 01:20PM-02:25PM
PHIL 8 - 01 DIS 01C,Oakes Acad 102,Th 08:30AM-09:35AM
PHIL 8 - 01 DIS 01D,Oakes Acad 106,M 07:10PM-08:15PM
PHIL 8 - 01 DIS 01E,R Carson  Acad 250,M 01:20PM-02:25PM
PHIL 8 - 01 DIS 01F,R Carson  Acad 250,Tu 05:20PM-06:25PM
PHIL 8 - 01 DIS 01G,R Carson  Acad 250,Tu 06:40PM-07:45PM
PHIL 11 - 01 DIS 01A,Soc Sci 1 161,Tu 08:00AM-09:05AM
PHIL 11 - 01 DIS 01C,Cowell Com 134,M 01:20PM-02:25PM
PHIL 11 - 01 DIS 01D,Oakes Acad 106,W 10:40AM-11:45AM
PHIL 11 - 01 DIS 01E,Oakes Acad 106,W 01:20PM-02:25PM
PHIL 11 - 01 DIS 01F,Steven Acad 152,F 04:00PM-05:05PM
PHIL 11 - 01 DIS 01G,Steven Acad 152,F 12:00PM-01:05PM
PHIL 11 - 01 DIS 01I,R Carson  Acad 252,Th 03:20PM-04:25PM
PHIL 11 - 01 DIS 01J,Kresge Acad 3301,Tu 07:10PM-08:15PM
PHIL 11 - 01 DIS 01K,R Carson  Acad 250,Th 06:40PM-07:45PM
PHIL 11 - 01 DIS 01L,Soc Sci 1 161,Th 08:00AM-09:05AM
PHIL 27 - 01 DIS 01A,Cowell Com 134,W 08:00AM-09:05AM
PHIL 27 - 01 DIS 01B,Cowell Com 134,M 05:20PM-06:25PM
PHIL 27 - 01 DIS 01E,Cowell Clrm 131,W 04:00PM-05:05PM
PHIL 27 - 01 DIS 01F,Oakes Acad 222,F 02:40PM-03:45PM
PHIL 80G - DIS 01A,Earth&Marine B210,M 08:00AM-09:05AM
PHIL 80G - DIS 01B,Soc Sci 2 179,W 09:20AM-10:25AM
PHIL 80G - DIS 01C,Soc Sci 2 179,W 02:40PM-03:45PM
PHIL 80G - DIS 01D,Earth&Marine B214,M 05:20PM-06:25PM
PHIL 80G - DIS 01E,Earth&Marine B210,M 06:40PM-07:45PM
PHIL 80G - DIS 01F,Earth&Marine B210,Th 07:10PM-08:15PM
PHIL 80G - DIS 01G,Earth&Marine B210,F 04:00PM-05:05PM
PHIL 80G - DIS 01H,Earth&Marine B210,F 08:00AM-09:05AM
PHIL 100A - DIS 01A,Merrill Acad 003,W 12:00PM-01:05PM
PHIL 100A - DIS 01B,Merrill Acad 003,W 01:20PM-02:25PM
PHIL 100A - DIS 01C,Soc Sci 2 141,Th 11:40AM-12:45PM
PHIL 100A - DIS 01D,Soc Sci 2 141,Th 01:30PM-02:35PM
PHYS 5A - DIS 01A,Thimann Lab 391,W 02:40PM-03:45PM
PHYS 5A - DIS 01B,Thimann Lab 391,W 04:00PM-05:05PM
PHYS 5A - DIS 01C,ISB 231,W 05:20PM-06:25PM
PHYS 5A - DIS 01D,ISB 231,Th 01:30PM-02:35PM
PHYS 5A - DIS 01E,Thimann Lab 391,F 08:00AM-09:05AM
PHYS 5A - DIS 01F,Thimann Lab 391,F 09:20AM-10:25AM
PHYS 5A - DIS 01G,ISB 231,Th 05:20PM-06:25PM
PHYS 5A - DIS 01H,Thimann Lab 391,F 01:20PM-02:25PM
PHYS 5A - DIS 01I,Thimann Lab 391,Th 08:00AM-09:05AM
PHYS 5B - DIS 01A,Thimann Lab 391,W 12:00PM-01:05PM
PHYS 5B - DIS 01B,Thimann Lab 391,W 01:20PM-02:25PM
PHYS 5B - DIS 01C,Thimann Lab 391,W 05:20PM-06:25PM
PHYS 5B - DIS 01D,Thimann Lab 391,Th 11:40AM-12:45PM
PHYS 5B - DIS 01E,Thimann Lab 391,Th 03:20PM-04:25PM
PHYS 5B - DIS 01F,Thimann Lab 391,Th 05:20PM-06:25PM
PHYS 5B - DIS 01G,Thimann Lab 391,F 10:40AM-11:45AM
PHYS 5B - DIS 01H,Thimann Lab 391,F 12:00PM-01:05PM
PHYS 5B - DIS 01I,Thimann Lab 391,F 02:40PM-03:45PM
PHYS 5B - DIS 01J,Thimann Lab 391,F 04:00PM-05:05PM
PHYS 5B - DIS 01K,Thimann Lab 391,W 06:40PM-07:45PM
PHYS 5B - DIS 01L,Thimann Lab 391,Th 06:40PM-07:45PM
PHYS 6A - DIS 01A,Soc Sci 2 167,M 12:00PM-01:05PM
PHYS 6A - DIS 01B,Soc Sci 2 167,M 01:20PM-02:25PM
PHYS 6A - DIS 01C,Soc Sci 2 167,M 02:40PM-03:45PM
PHYS 6A - DIS 01D,Hum & Soc Sci 350,Tu 08:30AM-09:35AM
PHYS 6A - DIS 01E,Hum & Soc Sci 350,Tu 09:50AM-10:55AM
PHYS 6A - DIS 01F,Hum & Soc Sci 250,Tu 11:40AM-12:45PM
PHYS 6A - DIS 01G,Soc Sci 2 167,W 01:20PM-02:25PM
PHYS 6A - DIS 01H,Soc Sci 2 167,W 02:40PM-03:45PM
PHYS 6A - DIS 01I,Soc Sci 2 165,Th 05:20PM-06:25PM
PHYS 6A - DIS 01J,Soc Sci 2 165,Th 06:40PM-07:45PM
PHYS 6A - DIS 01K,Soc Sci 2 165,F 02:40PM-03:45PM
PHYS 6A - DIS 01L,Soc Sci 2 165,F 04:00PM-05:05PM
PHYS 6B - DIS 01A,Soc Sci 2 167,M 04:00PM-05:05PM
PHYS 6B - DIS 01B,Soc Sci 2 167,M 05:20PM-06:25PM
PHYS 6B - DIS 01C,Soc Sci 2 167,M 06:40PM-07:45PM
PHYS 6B - DIS 01D,Steven Acad 151,Tu 01:30PM-02:35PM
PHYS 6B - DIS 01E,Soc Sci 2 165,Tu 05:20PM-06:25PM
PHYS 6B - DIS 01F,Soc Sci 2 167,Tu 06:40PM-07:45PM
PHYS 6B - DIS 01G,Hum & Soc Sci 250,W 02:40PM-03:45PM
PHYS 6B - DIS 01H,Hum & Soc Sci 250,W 04:00PM-05:05PM
PHYS 6B - DIS 01I,Soc Sci 1 145,Th 08:30AM-09:35AM
PHYS 6B - DIS 01J,Soc Sci 1 145,Th 09:50AM-10:55AM
PHYS 6B - DIS 01K,Soc Sci 1 145,F 08:00AM-09:05AM
PHYS 6B - DIS 01L,Soc Sci 2 167,F 02:40PM-03:45PM
PHYS 6C - DIS 01A,Soc Sci 2 159,M 08:00AM-09:05AM
PHYS 6C - DIS 01B,Soc Sci 2 165,M 02:40PM-03:45PM
PHYS 6C - DIS 01C,Soc Sci 2 165,M 04:00PM-05:05PM
PHYS 6C - DIS 01D,Soc Sci 1 145,Tu 08:00AM-09:05AM
PHYS 6C - DIS 01E,Soc Sci 1 145,Tu 09:50AM-10:55AM
PHYS 6C - DIS 01F,Soc Sci 2 159,W 08:00AM-09:05AM
PHYS 6C - DIS 01G,Soc Sci 2 159,W 01:20PM-02:25PM
PHYS 6C - DIS 01H,Soc Sci 2 159,W 02:40PM-03:45PM
PHYS 6C - DIS 01I,Soc Sci 2 159,Th 05:20PM-06:25PM
PHYS 6C - DIS 01J,Soc Sci 2 159,Th 06:40PM-07:45PM
PHYS 6C - DIS 01K,Soc Sci 2 165,F 01:20PM-02:25PM
PHYS 6C - DIS 01L,Soc Sci 2 167,F 04:00PM-05:05PM
PHYS 150 - 01 DIS 01A,R Carson  Acad 250,W 10:40AM-11:45AM
PHYS 150 - 01 DIS 01B,PhysSciences 140,Th 07:10PM-08:15PM
POLI 60 - 01 DIS 01A,Kresge Acad 3301,M 07:10PM-08:15PM
POLI 60 - 01 DIS 01B,Soc Sci 2 167,Tu 05:20PM-06:25PM
POLI 60 - 01 DIS 01C,Soc Sci 2 167,W 12:00PM-01:05PM
POLI 60 - 01 DIS 01F,Hum & Soc Sci 250,Tu 07:10PM-08:15PM
POLI 70 - 01 DIS 01A,Soc Sci 2 159,F 08:00AM-09:05AM
POLI 70 - 01 DIS 01B,Hum & Soc Sci 250,F 04:00PM-05:05PM
POLI 70 - 01 DIS 01C,Soc Sci 1 145,Th 05:20PM-06:25PM
POLI 70 - 01 DIS 01D,Merrill Acad 132,W 07:10PM-08:15PM
POLI 70 - 01 DIS 01E,Soc Sci 2 159,M 02:40PM-03:45PM
POLI 70 - 01 DIS 01F,McHenry Lib 1350,M 06:40PM-07:45PM
POLI 105B - DIS 01A,McHenry Lib 1350,M 10:40AM-11:45AM
POLI 105B - DIS 01B,Merrill Acad 132,Th 05:20PM-06:25PM
POLI 105B - DIS 01C,Merrill Acad 132,Th 06:40PM-07:45PM
POLI 105B - DIS 01D,Soc Sci 1 145,W 01:20PM-02:25PM
POLI 111B - DIS 01A,Merrill Acad 132,Tu 05:20PM-06:25PM
POLI 111B - DIS 01B,Soc Sci 2 165,Tu 06:40PM-07:45PM
POLI 111B - DIS 01C,Hum & Soc Sci 250,Th 08:30AM-09:35AM
POLI 111B - DIS 01D,Hum & Soc Sci 250,Th 09:50AM-10:55AM
POLI 111B - DIS 01E,Soc Sci 2 159,W 12:00PM-01:05PM
POLI 111B - DIS 01F,Soc Sci 2 179,M 09:20AM-10:25AM
POLI 120C - DIS 01A,Hum & Soc Sci 350,M 12:00PM-01:05PM
POLI 120C - DIS 01B,Hum & Soc Sci 350,M 01:20PM-02:25PM
POLI 120C - DIS 01C,Soc Sci 2 159,Tu 05:20PM-06:25PM
POLI 120C - DIS 01D,Soc Sci 2 159,Tu 06:40PM-07:45PM
POLI 140D - DIS 01A,R Carson  Acad 252,M 09:20AM-10:25AM
POLI 140D - DIS 01B,Steven Acad 151,Tu 08:00AM-09:05AM
POLI 140D - DIS 01C,Hum & Soc Sci 350,Tu 11:40AM-12:45PM
POLI 140D - DIS 01D,Hum & Soc Sci 350,W 01:20PM-02:25PM
POLI 160C - DIS 01A,N. Sci Annex 103,M 10:40AM-11:45AM
POLI 160C - DIS 01B,McHenry Lib 1340,W 02:40PM-03:45PM
POLI 160C - DIS 01C,McHenry Lib 1340,Th 01:30PM-02:35PM
POLI 160C - DIS 01D,Crown Clrm 208,F 09:20AM-10:25AM
PSYC 2 - 01 DIS 01A,Steven Acad 151,W 04:00PM-05:05PM
PSYC 2 - 01 DIS 01B,Steven Acad 151,W 05:20PM-06:25PM
PSYC 2 - 01 DIS 01C,Soc Sci 1 145,Th 06:40PM-07:45PM
PSYC 2 - 01 DIS 01D,Hum & Soc Sci 250,F 02:40PM-03:45PM
PSYC 10 - 01 DIS 01A,J Baskin Engr 372,F 02:40PM-03:45PM
PSYC 10 - 01 DIS 01B,Merrill Acad 130,F 04:00PM-05:05PM
PSYC 10 - 01 DIS 01C,McHenry Lib 1350,M 05:20PM-06:25PM
PSYC 10 - 01 DIS 01D,J Baskin Engr 372,M 01:20PM-02:25PM
PSYC 10 - 02 DIS 02A,Earth&Marine B214,W 09:20AM-10:25AM
PSYC 10 - 02 DIS 02B,Oakes Acad 222,W 12:00PM-01:05PM
PSYC 10 - 02 DIS 02C,McHenry Lib 1340,Tu 01:30PM-02:35PM
PSYC 10 - 02 DIS 02D,R Carson  Acad 252,Tu 08:00AM-09:05AM
PSYC 20 - 01 DIS 01A,Oakes Acad 222,M 05:20PM-06:25PM
PSYC 20 - 01 DIS 01B,Steven Acad 152,M 06:40PM-07:45PM
PSYC 20 - 01 DIS 01C,Merrill Acad 130,M 07:10PM-08:15PM
PSYC 20 - 01 DIS 01D,N. Sci Annex 103,Tu 09:50AM-10:55AM
PSYC 20 - 01 DIS 01E,PhysSciences 136,Tu 01:30PM-02:35PM
PSYC 20 - 01 DIS 01F,Oakes Acad 222,Tu 03:20PM-04:25PM
PSYC 20 - 01 DIS 01G,J Baskin Engr 156,Th 08:30AM-09:35AM
PSYC 20 - 01 DIS 01H,Merrill Acad 130,Th 05:20PM-06:25PM
PSYC 100 - 01 DIS 01A,Soc Sci 1 149,F 08:00AM-10:00AM
PSYC 100 - 01 DIS 01B,Crown Clrm 202,F 08:00AM-10:00AM
PSYC 100 - 01 DIS 01C,Soc Sci 1 149,W 02:00PM-04:00PM
PSYC 100 - 01 DIS 01D,Soc Sci 1 149,W 04:00PM-06:00PM
PSYC 100 - 01 DIS 01E,Soc Sci 1 149,W 06:00PM-08:00PM
PSYC 100 - 01 DIS 01F,Soc Sci 1 149,M 06:00PM-08:00PM
PSYC 100 - 01 DIS 01G,Soc Sci 1 149,M 04:00PM-06:00PM
PSYC 102 - 01 DIS 01A,N. Sci Annex 103,M 05:20PM-06:25PM
PSYC 102 - 01 DIS 01B,R Carson Acad 242,W 02:40PM-03:45PM
PSYC 102 - 01 DIS 01C,McHenry Lib 1350,W 05:20PM-06:25PM
PSYC 102 - 01 DIS 01D,N. Sci Annex 102,Th 09:50AM-10:55AM
PSYC 105 - 01 DIS 01A,Merrill Acad 130,F 09:20AM-10:25AM
PSYC 105 - 01 DIS 01B,Kresge Acad 3301,F 02:40PM-03:45PM
PSYC 116 - 01 DIS 01A,Oakes Acad 222,W 08:00AM-09:05AM
PSYC 116 - 01 DIS 01B,J Baskin Engr 372,W 09:20AM-10:25AM
PSYC 116 - 01 DIS 01C,J Baskin Engr 156,F 12:00PM-01:05PM
PSYC 116 - 01 DIS 01D,J Baskin Engr 372,F 01:20PM-02:25PM
PSYC 121 - 01 DIS 01A,J Baskin Engr 372,M 09:20AM-10:25AM
PSYC 121 - 01 DIS 01B,J Baskin Engr 156,M 10:40AM-11:45AM
PSYC 121 - 01 DIS 01C,J Baskin Engr 372,M 12:00PM-01:05PM
PSYC 121 - 01 DIS 01D,McHenry Lib 1350,Tu 11:40AM-12:45PM
PSYC 121 - 01 DIS 01E,Soc Sci 1 161,Th 01:30PM-02:35PM
PSYC 121 - 01 DIS 01F,McHenry Lib 1350,M 01:20PM-02:25PM
PSYC 123 - 01 DIS 01A,Oakes Acad 222,F 01:20PM-02:25PM
PSYC 123 - 01 DIS 01B,J Baskin Engr 156,W 01:20PM-02:25PM
PSYC 123 - 01 DIS 01C,Kresge Acad 3301,F 09:20AM-10:25AM
PSYC 123 - 01 DIS 01D,PhysSciences 140,W 09:20AM-10:25AM
PSYC 123 - 01 DIS 01E,McHenry Lib 1340,W 10:40AM-11:45AM
PSYC 123 - 01 DIS 01F,Oakes Acad 102,W 12:00PM-01:05PM
PSYC 129 - 01 DIS 01A,Kresge Acad 3301,M 09:20AM-10:25AM
PSYC 129 - 01 DIS 01B,J Baskin Engr 165,M 10:40AM-11:45AM
PSYC 129 - 01 DIS 01C,Oakes Acad 102,M 04:00PM-05:05PM
PSYC 129 - 01 DIS 01D,Steven Acad 152,M 05:20PM-06:25PM
PSYC 129 - 01 DIS 01E,Oakes Acad 222,W 10:40AM-11:45AM
PSYC 129 - 01 DIS 01F,J Baskin Engr 156,W 12:00PM-01:05PM
PSYC 140H - DIS 01A,Kresge Acad 3301,M 02:40PM-03:45PM
PSYC 140H - DIS 01B,J Baskin Engr 372,M 05:20PM-06:25PM
PSYC 140H - DIS 01C,N. Sci Annex 102,Tu 09:50AM-10:55AM
PSYC 140H - DIS 01D,J Baskin Engr 372,Tu 11:40AM-12:45PM
PSYC 140Q - DIS 01A,J Baskin Engr 156,M 12:00PM-01:05PM
PSYC 140Q - DIS 01B,R Carson Acad 242,M 02:40PM-03:45PM
PSYC 140Q - DIS 01C,Steven Acad 152,Tu 03:20PM-04:25PM
PSYC 140Q - DIS 01D,Merrill Acad 130,Tu 05:20PM-06:25PM
PSYC 147B - DIS 01A,Oakes Acad 102,W 01:20PM-02:25PM
PSYC 147B - DIS 01B,J Baskin Engr 372,W 02:40PM-03:45PM
PSYC 147B - DIS 01C,Oakes Acad 222,Th 03:20PM-04:25PM
PSYC 147B - DIS 01D,Oakes Acad 222,Th 05:20PM-06:25PM
PSYC 160 - 01 DIS 01A,R Carson Acad 242,F 09:20AM-10:25AM
PSYC 160 - 01 DIS 01B,Oakes Acad 222,F 10:40AM-11:45AM
PSYC 160 - 01 DIS 01C,J Baskin Engr 165,F 12:00PM-01:05PM
PSYC 160 - 01 DIS 01D,McHenry Lib 1350,F 01:20PM-02:25PM
PSYC 160 - 01 DIS 01E,J Baskin Engr 156,F 02:40PM-03:45PM
PSYC 160 - 01 DIS 01F,J Baskin Engr 156,F 04:00PM-05:05PM
PSYC 178 - 01 DIS 01A,Soc Sci 1 161,M 08:00AM-09:05AM
PSYC 178 - 01 DIS 01B,J Baskin Engr 165,M 09:20AM-10:25AM
PSYC 178 - 01 DIS 01C,R Carson Acad 242,M 12:00PM-01:05PM
PSYC 178 - 01 DIS 01D,J Baskin Engr 372,M 02:40PM-03:45PM
PSYC 178 - 01 DIS 01E,Merrill Acad 130,M 04:00PM-05:05PM
PSYC 178 - 01 DIS 01F,Kresge Acad 3301,M 05:20PM-06:25PM
PSYC 181 - 01 DIS 01A,Kresge Acad 3101,Tu 01:30PM-02:35PM
PSYC 181 - 01 DIS 01B,Oakes Acad 106,Tu 05:20PM-06:25PM
PSYC 181 - 01 DIS 01C,Earth&Marine B214,W 01:20PM-02:25PM
PSYC 181 - 01 DIS 01D,Earth&Marine B214,W 12:00PM-01:05PM
SOCY 1 - 01 DIS 01A,Oakes Acad 222,M 10:40AM-11:45AM
SOCY 1 - 01 DIS 01B,Oakes Acad 222,M 12:00PM-01:05PM
SOCY 1 - 01 DIS 01C,Merrill Acad 130,W 01:20PM-02:25PM
SOCY 1 - 01 DIS 01D,Merrill Acad 130,W 02:40PM-03:45PM
SOCY 1 - 01 DIS 01E,Oakes Acad 222,Th 11:40AM-12:45PM
SOCY 1 - 01 DIS 01F,R Carson  Acad 252,Th 01:30PM-02:35PM
SOCY 105B - DIS 01A,Porter Acad 246,Th 01:30PM-02:35PM
SOCY 105B - DIS 01B,Porter Acad 246,Th 03:20PM-04:25PM
SOCY 105B - DIS 01C,Merrill Acad 002,W 01:20PM-02:25PM
SOCY 105B - DIS 01D,Merrill Acad 002,W 02:40PM-03:45PM
SOCY 105B - DIS 01E,Porter Acad 250,Tu 05:20PM-06:25PM
SOCY 105B - DIS 01F,Porter Acad 250,Tu 06:40PM-07:45PM
STAT 5 - 01 DIS 01A,PhysSciences 140,Th 08:00AM-09:05AM
STAT 5 - 01 DIS 01B,PhysSciences 140,M 05:20PM-06:25PM
STAT 5 - 01 DIS 01C,Crown Clrm 208,W 09:20AM-10:25AM
STAT 5 - 01 DIS 01D,Earth&Marine B214,Th 05:20PM-06:25PM
STAT 5 - 02 DIS 02A,PhysSciences 140,W 04:00PM-05:05PM
STAT 5 - 02 DIS 02B,PhysSciences 140,W 05:20PM-06:25PM
STAT 5 - 02 DIS 02C,Crown Clrm 208,Th 08:00AM-09:05AM
STAT 5 - 02 DIS 02D,Cowell Com 134,Th 08:30AM-09:35AM
STAT 5 - 03 DIS 03A,Oakes Acad 106,F 02:40PM-03:45PM
STAT 5 - 03 DIS 03B,Oakes Acad 106,F 04:00PM-05:05PM
STAT 5 - 03 DIS 03D,Earth&Marine B214,Tu 08:30AM-09:35AM
STAT 7 - 01 DIS 01A,Crown Clrm 208,M 08:00AM-09:05AM
STAT 7 - 01 DIS 01B,Crown Clrm 208,W 08:00AM-09:05AM
STAT 7 - 01 DIS 01C,Cowell Clrm 131,Tu 06:40PM-07:45PM
STAT 7 - 01 DIS 01D,Cowell Clrm 131,Tu 05:20PM-06:25PM
STAT 7 - 01 DIS 01E,Crown Clrm 208,F 04:00PM-05:05PM
STAT 17 - 01 DIS 01A,Earth&Marine B210,F 01:20PM-02:25PM
STAT 17 - 01 DIS 01B,J Baskin Engr 372,Th 07:10PM-08:15PM
STAT 17 - 01 DIS 01C,N. Sci Annex 102,W 04:00PM-05:05PM
STAT 17 - 01 DIS 01D,Earth&Marine B214,W 08:00AM-09:05AM
STAT 17 - 01 DIS 01E,Steven Acad 152,W 05:20PM-06:25PM
STAT 17 - 01 DIS 01F,PhysSciences 136,M 02:40PM-03:45PM
STAT 17 - 01 DIS 01G,Earth&Marine B214,Tu 01:30PM-02:35PM
STAT 17 - 01 DIS 01H,Earth&Marine B214,M 06:40PM-07:45PM
STAT 80A - DIS 01A,Porter Acad 144,W 02:40PM-03:45PM
STAT 131 - 01 DIS 01A,N. Sci Annex 102,W 12:00PM-01:05PM
STAT 131 - 01 DIS 01B,PhysSciences 136,W 05:20PM-06:25PM
STAT 131 - 01 DIS 01C,J Baskin Engr 156,F 08:00AM-09:05AM
STAT 131 - 02 DIS 02A,Porter Acad 144,F 02:40PM-03:45PM
STAT 131 - 02 DIS 02B,Porter Acad 144,F 01:20PM-02:25PM
STAT 131 - 02 DIS 02C,Porter Acad 144,Tu 08:30AM-09:35AM
STAT 132 - 01 DIS 01A,Earth&Marine B210,Tu 08:30AM-09:35AM
STAT 132 - 01 DIS 01B,PhysSciences 140,F 10:40AM-11:45AM
THEA 20 - 01 #50568 STS 01A,TA Studio C100,F 09:20AM-10:25AM
THEA 20 - 01 #50567 STS 01B,TA Studio C100,F 10:40AM-11:45AM
THEA 20 - 01 #50566 STS 01C,TA Studio C100,F 12:00PM-01:05PM
THEA 20 - 01 #50565 STS 01D,TA Studio C100,F 01:20PM-02:25PM
TIM 175 - 01 DIS 01A,Porter Acad 144,M 02:40PM-03:45PM
TIM 175 - 01 DIS 01C,Porter Acad 144,M 05:20PM-06:25PM
TIM 175 - 01 DIS 01D,Porter Acad 144,M 01:20PM-02:25PM
